Title,Category,Type,Release Year,Added Year,Duration (Minutes/Episodes),IMDB Rating,Director,Country,Platform
Gladiator 1,Sci-Fi,Movie,2016,2025,163,7.5,J.J. Abrams,France,HBO Max
House of Cards 6,Thriller,Movie,1995,2021,121,5.2,Ridley Scott,Australia,Netflix
The Office 8,Sci-Fi,Movie,2020,2022,104,4.8,David Fincher,India,Amazon Prime
The Witcher 1,Mystery,TV Show,2021,2021,30,5.9,Francis Ford Coppola,India,Hulu
Inception 8,Drama,TV Show,1989,1992,50,8.3,Ridley Scott,Japan,Netflix
Black Mirror 3,Comedy,Movie,1992,2010,156,4.1,J.J. Abrams,France,Apple TV+
House of Cards 6,Horror,TV Show,1974,2013,30,8.5,Christopher Nolan,South Korea,Disney+
The Office 7,Comedy,TV Show,1989,1997,70,9,Denis Villeneuve,France,Hulu
Pulp Fiction 10,Horror,Movie,2007,2011,148,8.3,Christopher Nolan,South Korea,Amazon Prime
The Godfather 7,Sci-Fi,TV Show,2013,2014,40,8.8,David Fincher,Germany,Netflix
Inception 3,Thriller,TV Show,1981,2020,10,7.5,Denis Villeneuve,Spain,Disney+
Chernobyl 5,Fantasy,Movie,2024,2025,108,7.1,Martin Scorsese,UK,Hulu
Gladiator 8,Fantasy,TV Show,2009,2016,90,5.4,James Cameron,Japan,Amazon Prime
Inception 10,Thriller,Movie,1973,1980,63,8.4,Denis Villeneuve,USA,HBO Max
Money Heist 6,Sci-Fi,TV Show,1999,2012,50,4.3,James Cameron,USA,Hulu
Chernobyl 8,Romance,TV Show,1976,2018,80,4.9,Martin Scorsese,USA,HBO Max
Friends 10,Sci-Fi,Movie,2005,2020,161,8.5,David Fincher,Australia,Netflix
The Boys 1,Thriller,Movie,2008,2014,107,8.8,Denis Villeneuve,UK,Amazon Prime
The Dark Knight 2,Thriller,TV Show,2016,2020,90,5,J.J. Abrams,Germany,Disney+
Sherlock 5,Action,TV Show,2010,2016,40,4,Francis Ford Coppola,France,Netflix
The Witcher 2,Sci-Fi,Movie,1997,2004,125,8.6,J.J. Abrams,USA,Amazon Prime
Stranger Things 3,Fantasy,TV Show,2014,2015,90,4.8,Martin Scorsese,Germany,Disney+
Sherlock 3,Action,TV Show,2005,2025,20,5.2,Steven Spielberg,Australia,Hulu
Squid Game 1,Thriller,TV Show,1984,2006,50,4.9,David Fincher,USA,Apple TV+
Titanic 6,Action,Movie,1976,1984,115,5.9,David Fincher,South Korea,HBO Max
Squid Game 8,Sci-Fi,TV Show,2022,2022,80,5.7,Martin Scorsese,Japan,HBO Max
Westworld 8,Action,Movie,1981,2002,64,6.4,James Cameron,Canada,Apple TV+
Sherlock 7,Thriller,Movie,1981,2007,127,5.2,David Fincher,France,Apple TV+
The Boys 6,Action,Movie,1984,2017,139,5.9,Ridley Scott,Spain,Hulu
Sherlock 5,Sci-Fi,TV Show,1987,2008,60,5.9,Ridley Scott,UK,Disney+
Game of Thrones 3,Drama,Movie,2020,2024,61,6.9,J.J. Abrams,South Korea,Netflix
The Boys 9,Sci-Fi,TV Show,2022,2024,10,7.8,Martin Scorsese,Germany,HBO Max
Fight Club 4,Drama,TV Show,1985,2014,40,5.3,Christopher Nolan,USA,Apple TV+
Avengers: Endgame 9,Drama,TV Show,1992,2015,100,6.3,Denis Villeneuve,France,HBO Max
Interstellar 7,Crime,TV Show,2020,2024,30,4.2,Francis Ford Coppola,India,Hulu
Game of Thrones 2,Mystery,Movie,1987,1988,166,4.8,Denis Villeneuve,UK,Apple TV+
Narcos 7,Comedy,Movie,1973,2007,61,4.9,Denis Villeneuve,South Korea,Hulu
Game of Thrones 9,Comedy,Movie,1971,2013,102,9.1,David Fincher,South Korea,Netflix
Chernobyl 10,Sci-Fi,Movie,2001,2020,140,4.2,Ridley Scott,Canada,Hulu
The Godfather 4,Comedy,TV Show,1994,2016,80,6.4,Francis Ford Coppola,Germany,Netflix
Money Heist 3,Sci-Fi,TV Show,2002,2002,10,7.8,Martin Scorsese,France,HBO Max
Narcos 8,Mystery,Movie,1987,1993,178,6.8,Christopher Nolan,France,Hulu
The Witcher 1,Fantasy,TV Show,1986,2006,70,7.1,Quentin Tarantino,South Korea,HBO Max
Money Heist 5,Mystery,Movie,2008,2014,122,8.2,Quentin Tarantino,UK,Amazon Prime
Money Heist 1,Drama,TV Show,1985,2011,10,7,David Fincher,France,Hulu
The Dark Knight 6,Horror,Movie,1982,2002,127,9.5,Christopher Nolan,South Korea,Hulu
Money Heist 1,Horror,Movie,1993,1993,78,8.1,Ridley Scott,Germany,Netflix
House of Cards 5,Action,TV Show,1993,2016,50,7.8,Quentin Tarantino,Japan,HBO Max
Stranger Things 7,Romance,TV Show,2014,2019,30,7.2,Francis Ford Coppola,USA,Netflix
Inception 10,Romance,Movie,2022,2024,106,5,Martin Scorsese,Canada,Apple TV+
The Crown 5,Fantasy,TV Show,1984,1991,60,9.1,Steven Spielberg,Japan,HBO Max
Squid Game 3,Horror,TV Show,1987,2001,50,6.6,Christopher Nolan,USA,Apple TV+
Westworld 5,Fantasy,Movie,2011,2023,180,5.9,Martin Scorsese,USA,Disney+
Gladiator 9,Comedy,Movie,1994,2015,156,7.4,David Fincher,Australia,Hulu
Gladiator 8,Thriller,Movie,1980,1984,89,8.3,James Cameron,India,HBO Max
Inception 3,Sci-Fi,Movie,2020,2020,152,9.3,Christopher Nolan,Canada,Netflix
Fight Club 9,Romance,Movie,1988,1995,93,9.5,James Cameron,Australia,HBO Max
Pulp Fiction 3,Comedy,Movie,2010,2010,112,5.1,Steven Spielberg,Australia,Apple TV+
Money Heist 10,Romance,Movie,1986,1987,147,7.6,James Cameron,France,HBO Max
The Godfather 8,Horror,Movie,1983,2020,126,4.3,Christopher Nolan,France,Disney+
Gladiator 10,Sci-Fi,Movie,2013,2016,126,5.1,J.J. Abrams,Japan,Hulu
Interstellar 4,Action,Movie,2003,2018,136,6.1,Ridley Scott,USA,Hulu
Sherlock 8,Drama,TV Show,1984,2020,70,8.6,Denis Villeneuve,France,HBO Max
The Mandalorian 8,Mystery,Movie,1999,2006,148,4.1,Francis Ford Coppola,India,Amazon Prime
Friends 1,Horror,Movie,1972,2008,134,9.5,J.J. Abrams,France,Apple TV+
Breaking Bad 5,Mystery,Movie,1986,2010,157,7.1,Quentin Tarantino,South Korea,Apple TV+
The Boys 2,Comedy,TV Show,1996,2023,50,7.8,Quentin Tarantino,India,Hulu
Stranger Things 1,Drama,Movie,2000,2025,171,6,J.J. Abrams,France,Apple TV+
Chernobyl 2,Action,Movie,1998,2009,87,6.9,Martin Scorsese,Spain,HBO Max
The Mandalorian 4,Comedy,TV Show,1996,2006,80,6.8,James Cameron,UK,Hulu
Friends 3,Action,TV Show,1995,2022,90,4.4,Quentin Tarantino,France,Amazon Prime
Black Mirror 9,Drama,Movie,2005,2007,144,7.9,Francis Ford Coppola,France,Amazon Prime
House of Cards 8,Crime,TV Show,2019,2023,60,5,Ridley Scott,France,HBO Max
Chernobyl 3,Horror,Movie,2020,2025,125,5.8,J.J. Abrams,France,Netflix
Gladiator 1,Horror,TV Show,1988,2000,100,4.2,Steven Spielberg,South Korea,Disney+
Game of Thrones 7,Mystery,Movie,2009,2022,85,4.2,Steven Spielberg,India,HBO Max
House of Cards 3,Sci-Fi,TV Show,2004,2022,80,8.1,Christopher Nolan,South Korea,Apple TV+
Money Heist 5,Romance,Movie,2019,2019,124,6.1,Denis Villeneuve,France,Amazon Prime
Squid Game 5,Comedy,Movie,1979,2006,72,7.7,Francis Ford Coppola,South Korea,Apple TV+
Avengers: Endgame 1,Drama,TV Show,2007,2007,80,4.4,David Fincher,India,Netflix
The Boys 8,Thriller,TV Show,1982,1987,20,7.6,James Cameron,India,Amazon Prime
Squid Game 6,Mystery,Movie,2019,2023,158,7.8,Steven Spielberg,Australia,Netflix
The Godfather 1,Comedy,TV Show,1990,2023,10,8.4,Francis Ford Coppola,Germany,Apple TV+
The Boys 7,Romance,Movie,1998,2010,112,8.6,Quentin Tarantino,India,Hulu
House of Cards 5,Fantasy,Movie,1993,2008,133,5.3,James Cameron,Japan,Disney+
House of Cards 10,Comedy,Movie,1978,2014,113,8.5,Martin Scorsese,India,Disney+
Pulp Fiction 5,Action,Movie,1987,2001,138,4.6,David Fincher,France,Netflix
The Boys 5,Comedy,TV Show,1987,1992,50,5,Steven Spielberg,Australia,Amazon Prime
Gladiator 3,Horror,Movie,1996,2017,71,6.8,Denis Villeneuve,India,Hulu
Titanic 9,Sci-Fi,Movie,2022,2022,72,6.1,Francis Ford Coppola,France,HBO Max
Friends 8,Sci-Fi,TV Show,1981,2009,40,9,Martin Scorsese,Germany,Apple TV+
Gladiator 10,Mystery,TV Show,1998,2020,70,4.1,Quentin Tarantino,India,HBO Max
Squid Game 10,Romance,TV Show,2018,2021,100,6.4,James Cameron,Canada,Hulu
Chernobyl 2,Sci-Fi,TV Show,1980,1981,40,9.1,Francis Ford Coppola,South Korea,Amazon Prime
Gladiator 4,Horror,Movie,1997,2014,64,9.2,James Cameron,Japan,Amazon Prime
Game of Thrones 3,Drama,TV Show,2005,2013,70,6.3,Martin Scorsese,Spain,Disney+
Squid Game 8,Fantasy,Movie,2000,2006,87,6,David Fincher,France,Hulu
The Boys 4,Mystery,Movie,2003,2022,112,6.5,James Cameron,France,Amazon Prime
Titanic 8,Mystery,Movie,1981,1990,151,7.2,David Fincher,UK,Apple TV+
The Dark Knight 2,Comedy,Movie,2019,2019,78,7,Christopher Nolan,USA,HBO Max
Friends 1,Thriller,TV Show,2008,2011,10,6.7,Denis Villeneuve,Japan,Netflix
Inception 1,Sci-Fi,Movie,1973,1981,107,4.5,James Cameron,South Korea,Netflix
Stranger Things 9,Horror,TV Show,2005,2021,10,5.2,J.J. Abrams,Japan,Netflix
The Dark Knight 6,Crime,TV Show,2024,2024,90,6.4,Steven Spielberg,India,HBO Max
Money Heist 6,Thriller,Movie,2002,2003,105,4.5,James Cameron,Spain,HBO Max
Narcos 9,Mystery,TV Show,2000,2001,80,8,Christopher Nolan,Australia,Apple TV+
The Witcher 7,Horror,TV Show,1986,1996,20,8.1,David Fincher,UK,Amazon Prime
Sherlock 1,Horror,TV Show,2010,2012,80,7.6,James Cameron,Australia,Hulu
Narcos 4,Thriller,TV Show,1984,2015,20,7.3,Christopher Nolan,Spain,Disney+
Titanic 2,Comedy,TV Show,2020,2025,50,5.8,Quentin Tarantino,Canada,Netflix
Squid Game 10,Fantasy,TV Show,2010,2017,40,7,Steven Spielberg,Germany,Disney+
The Boys 5,Action,TV Show,1972,1986,90,8.8,Steven Spielberg,Canada,HBO Max
Money Heist 8,Action,TV Show,1985,1996,50,8.5,Christopher Nolan,USA,HBO Max
Avengers: Endgame 5,Thriller,Movie,1976,2005,157,5.2,David Fincher,France,HBO Max
The Mandalorian 5,Fantasy,Movie,1991,1994,166,9.4,J.J. Abrams,UK,Apple TV+
House of Cards 5,Crime,Movie,1991,2019,106,6.4,Ridley Scott,Australia,Netflix
Narcos 8,Comedy,TV Show,2008,2018,10,6,Ridley Scott,South Korea,Hulu
The Mandalorian 8,Horror,Movie,1998,2021,93,6.8,Christopher Nolan,Spain,Netflix
Black Mirror 6,Mystery,Movie,1982,2016,80,5.7,Ridley Scott,France,Netflix
Avengers: Endgame 3,Action,TV Show,1990,2017,10,7,Steven Spielberg,Spain,Disney+
The Office 7,Comedy,TV Show,2004,2015,70,5.3,Francis Ford Coppola,USA,Apple TV+
The Witcher 6,Sci-Fi,TV Show,2007,2019,20,9.2,Quentin Tarantino,France,Disney+
Westworld 7,Action,TV Show,2001,2019,50,8.2,Denis Villeneuve,India,Hulu
House of Cards 9,Drama,Movie,1985,2024,68,7.5,J.J. Abrams,Australia,Apple TV+
The Crown 9,Romance,TV Show,2014,2024,80,9.4,J.J. Abrams,Japan,Amazon Prime
Sherlock 4,Crime,Movie,2012,2014,90,8.1,Denis Villeneuve,Canada,Apple TV+
Narcos 9,Thriller,TV Show,1994,2006,70,6.6,Denis Villeneuve,USA,Hulu
House of Cards 1,Mystery,Movie,2007,2023,106,4.9,Christopher Nolan,France,Disney+
Chernobyl 9,Sci-Fi,TV Show,1976,1984,100,5.9,Steven Spielberg,Canada,Disney+
Fight Club 3,Horror,Movie,1970,1976,95,4.5,David Fincher,Germany,Apple TV+
Avengers: Endgame 3,Drama,TV Show,1985,1992,10,7.5,J.J. Abrams,Germany,Amazon Prime
The Office 8,Action,TV Show,2016,2019,60,5.9,David Fincher,South Korea,Disney+
The Mandalorian 4,Crime,Movie,1990,2009,98,7.9,David Fincher,Germany,Netflix
Fight Club 3,Comedy,Movie,1976,1992,167,6,Ridley Scott,USA,HBO Max
Fight Club 10,Drama,TV Show,2009,2017,30,7.1,David Fincher,Spain,Apple TV+
Interstellar 4,Crime,Movie,2014,2024,161,6.5,Francis Ford Coppola,Australia,HBO Max
Fight Club 6,Horror,TV Show,2013,2015,40,7.1,J.J. Abrams,South Korea,Hulu
Sherlock 6,Fantasy,TV Show,1999,2001,30,6.4,Martin Scorsese,Japan,Disney+
Titanic 10,Drama,Movie,2009,2024,164,5.8,Denis Villeneuve,Japan,Disney+
Game of Thrones 2,Crime,TV Show,1983,2005,10,7.6,J.J. Abrams,Australia,Disney+
The Godfather 3,Romance,Movie,2022,2022,158,6.7,Ridley Scott,South Korea,Amazon Prime
Fight Club 10,Fantasy,Movie,1971,1990,165,6.6,Denis Villeneuve,Canada,Hulu
Black Mirror 6,Comedy,TV Show,1994,2007,100,5.3,J.J. Abrams,South Korea,Disney+
The Crown 3,Sci-Fi,Movie,1998,2022,91,6.3,J.J. Abrams,India,Netflix
Game of Thrones 9,Comedy,Movie,1973,1999,175,9.2,Francis Ford Coppola,India,HBO Max
Breaking Bad 10,Crime,Movie,1986,2009,96,5,David Fincher,USA,Netflix
Chernobyl 9,Horror,Movie,1979,1994,74,4.4,James Cameron,UK,HBO Max
The Dark Knight 4,Thriller,TV Show,2002,2016,70,9.3,Denis Villeneuve,India,Amazon Prime
Fight Club 7,Comedy,Movie,1988,1992,141,6.6,J.J. Abrams,France,Netflix
Avengers: Endgame 8,Sci-Fi,TV Show,2009,2016,90,8.1,David Fincher,Germany,Apple TV+
Chernobyl 7,Mystery,TV Show,2022,2024,100,6.3,Quentin Tarantino,Spain,Disney+
Narcos 9,Comedy,Movie,2005,2013,142,5.9,J.J. Abrams,Canada,Disney+
Gladiator 10,Mystery,Movie,1970,1992,98,5.7,J.J. Abrams,Japan,Apple TV+
Westworld 10,Comedy,Movie,1997,2020,70,5.8,Denis Villeneuve,Spain,Disney+
Sherlock 2,Drama,TV Show,1996,2023,70,9,J.J. Abrams,Japan,Apple TV+
Stranger Things 1,Romance,TV Show,1978,1978,90,4.2,Denis Villeneuve,Japan,Hulu
Friends 4,Drama,Movie,1971,1996,152,4.7,Steven Spielberg,Japan,Amazon Prime
Titanic 8,Thriller,TV Show,1999,2023,80,4.6,David Fincher,Canada,Netflix
Chernobyl 8,Action,TV Show,1993,2019,30,5.5,Christopher Nolan,France,Disney+
Narcos 6,Comedy,TV Show,2020,2024,90,7.4,David Fincher,Japan,Hulu
Chernobyl 2,Sci-Fi,Movie,2001,2002,120,7.9,James Cameron,South Korea,Disney+
Narcos 6,Drama,TV Show,1989,2013,90,6.5,Steven Spielberg,India,Apple TV+
The Crown 8,Thriller,Movie,2013,2014,110,8.3,Quentin Tarantino,UK,Hulu
Fight Club 7,Drama,Movie,2014,2017,180,8.2,Denis Villeneuve,Australia,Hulu
Game of Thrones 3,Thriller,TV Show,2005,2016,100,8.3,Denis Villeneuve,South Korea,Disney+
The Godfather 9,Crime,Movie,1987,2015,72,4.1,Denis Villeneuve,Spain,Netflix
Narcos 3,Action,TV Show,2014,2025,50,8.8,J.J. Abrams,UK,Disney+
The Office 9,Horror,Movie,2006,2008,108,8.1,Ridley Scott,Australia,Amazon Prime
Sherlock 9,Horror,TV Show,2006,2022,50,8.9,Quentin Tarantino,South Korea,Amazon Prime
Squid Game 10,Horror,Movie,1976,2016,136,6.7,Denis Villeneuve,South Korea,Amazon Prime
The Boys 8,Romance,TV Show,1975,1983,30,5.8,J.J. Abrams,Spain,HBO Max
Titanic 1,Horror,TV Show,1981,2012,40,5.4,Quentin Tarantino,France,Netflix
The Office 7,Drama,TV Show,1983,2020,40,4.6,Martin Scorsese,Australia,Netflix
Black Mirror 9,Comedy,Movie,1988,1999,138,4.4,J.J. Abrams,Germany,Netflix
Game of Thrones 8,Romance,Movie,1998,2011,90,4.7,James Cameron,Germany,Apple TV+
Black Mirror 2,Romance,TV Show,2019,2025,50,6.9,J.J. Abrams,Australia,Netflix
The Mandalorian 7,Thriller,Movie,1974,1976,85,5.4,Francis Ford Coppola,South Korea,Netflix
Pulp Fiction 10,Thriller,Movie,1999,2018,175,6.8,Christopher Nolan,Germany,Apple TV+
Breaking Bad 6,Comedy,TV Show,2014,2023,20,4.2,Francis Ford Coppola,Australia,Netflix
The Mandalorian 3,Comedy,TV Show,2022,2024,90,6.7,Denis Villeneuve,India,Hulu
Game of Thrones 1,Action,Movie,1998,2019,132,4,Ridley Scott,UK,HBO Max
Chernobyl 10,Romance,Movie,1992,2013,97,7.8,David Fincher,South Korea,Apple TV+
Stranger Things 2,Thriller,Movie,1971,1998,157,4.5,Martin Scorsese,Canada,Hulu
Fight Club 9,Crime,Movie,2016,2021,102,4.6,Christopher Nolan,India,Disney+
The Boys 4,Fantasy,TV Show,2021,2025,60,9.4,Christopher Nolan,UK,Disney+
The Godfather 7,Romance,Movie,2003,2004,161,5.2,Steven Spielberg,Australia,Amazon Prime
Friends 9,Mystery,Movie,1985,2021,92,5,James Cameron,Spain,Apple TV+
Gladiator 4,Sci-Fi,TV Show,1979,1986,40,7.3,Francis Ford Coppola,Spain,Apple TV+
Narcos 4,Comedy,TV Show,2023,2024,60,4.2,James Cameron,Japan,Hulu
Game of Thrones 7,Thriller,TV Show,1993,1999,20,7.4,Denis Villeneuve,Germany,Disney+
The Dark Knight 2,Romance,TV Show,2018,2025,10,7.4,David Fincher,UK,Disney+
Westworld 5,Thriller,Movie,2006,2010,134,4.1,Francis Ford Coppola,Germany,Netflix
Fight Club 3,Mystery,TV Show,2016,2019,50,7.4,James Cameron,India,Netflix
Breaking Bad 6,Horror,Movie,1981,1995,176,5.8,Martin Scorsese,USA,Apple TV+
Squid Game 5,Action,TV Show,1989,1999,40,5.3,J.J. Abrams,India,Disney+
The Dark Knight 8,Comedy,TV Show,1990,2002,70,5.2,Martin Scorsese,Japan,Hulu
Stranger Things 10,Action,Movie,2019,2021,140,6.9,Francis Ford Coppola,Germany,Netflix
Chernobyl 4,Fantasy,TV Show,2021,2025,30,6.5,Francis Ford Coppola,Japan,Apple TV+
Breaking Bad 2,Drama,Movie,2011,2016,140,5.3,Francis Ford Coppola,India,Netflix
Fight Club 9,Horror,Movie,1971,1986,80,6.5,James Cameron,Canada,HBO Max
Interstellar 8,Drama,TV Show,2012,2019,70,9.1,J.J. Abrams,France,Amazon Prime
Breaking Bad 1,Comedy,TV Show,1974,2021,30,4.8,Denis Villeneuve,Germany,Apple TV+
House of Cards 7,Thriller,TV Show,1992,2006,50,9.4,Christopher Nolan,Spain,HBO Max
Chernobyl 4,Horror,TV Show,2021,2024,70,4.7,David Fincher,Australia,HBO Max
The Office 4,Sci-Fi,TV Show,1989,2020,10,9,Quentin Tarantino,Germany,Netflix
Pulp Fiction 1,Thriller,TV Show,1998,2020,90,5.2,Ridley Scott,Germany,HBO Max
Titanic 8,Mystery,Movie,1988,2019,81,5.2,J.J. Abrams,Japan,Apple TV+
Interstellar 3,Mystery,TV Show,2003,2005,80,7.4,Denis Villeneuve,Australia,Disney+
Westworld 7,Crime,TV Show,1974,1985,50,6.8,Francis Ford Coppola,Germany,Hulu
Interstellar 10,Sci-Fi,Movie,2001,2004,63,4.6,James Cameron,Canada,Hulu
Money Heist 4,Thriller,TV Show,1991,1999,50,5.8,Denis Villeneuve,UK,Disney+
The Godfather 7,Sci-Fi,TV Show,1993,1998,100,6.2,Francis Ford Coppola,Canada,Amazon Prime
Stranger Things 7,Comedy,TV Show,2022,2025,60,4.6,J.J. Abrams,Australia,Netflix
Friends 6,Mystery,TV Show,1981,2024,20,4.7,Francis Ford Coppola,Australia,Apple TV+
Avengers: Endgame 7,Horror,TV Show,2021,2025,30,9.2,Martin Scorsese,South Korea,Hulu
Pulp Fiction 2,Action,TV Show,1984,2014,90,9.4,Francis Ford Coppola,USA,Netflix
Westworld 6,Thriller,Movie,2018,2023,143,9.5,Denis Villeneuve,Australia,Netflix
Friends 2,Sci-Fi,Movie,1993,2002,99,6.9,Francis Ford Coppola,Japan,Hulu
The Witcher 9,Crime,TV Show,2017,2025,70,7.8,Christopher Nolan,South Korea,Disney+
Stranger Things 3,Action,TV Show,1978,2023,90,8.7,James Cameron,UK,Netflix
The Dark Knight 2,Action,Movie,2009,2011,125,5.4,Francis Ford Coppola,Australia,HBO Max
The Witcher 8,Horror,Movie,1986,2015,84,7.9,James Cameron,USA,HBO Max
Friends 8,Mystery,TV Show,1995,2010,90,8.3,Ridley Scott,France,Disney+
The Boys 5,Sci-Fi,TV Show,1990,2017,10,6.4,Christopher Nolan,USA,Amazon Prime
Stranger Things 4,Crime,TV Show,1979,2020,100,8.9,Denis Villeneuve,France,Disney+
House of Cards 7,Fantasy,Movie,1982,2004,68,8.5,Christopher Nolan,Japan,Amazon Prime
Titanic 10,Drama,TV Show,2011,2025,40,8.3,Steven Spielberg,France,HBO Max
The Boys 2,Mystery,TV Show,2023,2025,30,4.4,Steven Spielberg,Australia,Disney+
Narcos 6,Fantasy,Movie,2023,2023,128,5.3,David Fincher,USA,HBO Max
The Godfather 5,Sci-Fi,TV Show,1972,1995,10,7.5,J.J. Abrams,Germany,HBO Max
Narcos 4,Romance,Movie,1995,1996,107,9.5,J.J. Abrams,Japan,HBO Max
Black Mirror 3,Comedy,TV Show,1990,2010,80,6,Quentin Tarantino,India,Netflix
Titanic 2,Comedy,TV Show,1991,2017,10,7.1,Francis Ford Coppola,France,Disney+
Money Heist 1,Fantasy,Movie,1980,2007,60,5.9,Steven Spielberg,USA,Disney+
Gladiator 8,Fantasy,Movie,1970,2020,158,6.5,James Cameron,Australia,Disney+
Stranger Things 10,Fantasy,Movie,2017,2021,154,6.3,Steven Spielberg,UK,Disney+
Titanic 2,Mystery,TV Show,1987,1995,90,5.4,Francis Ford Coppola,Japan,Amazon Prime
The Godfather 9,Comedy,TV Show,2010,2013,80,6.3,J.J. Abrams,Japan,HBO Max
Stranger Things 1,Mystery,Movie,1987,2015,163,6.1,Francis Ford Coppola,Canada,Apple TV+
Friends 1,Sci-Fi,Movie,1992,2017,64,4.8,Francis Ford Coppola,France,Netflix
The Witcher 7,Horror,Movie,2019,2022,145,4.1,Martin Scorsese,UK,HBO Max
Fight Club 10,Sci-Fi,Movie,2008,2008,158,9.2,Quentin Tarantino,Australia,Netflix
Titanic 6,Comedy,TV Show,2015,2019,90,6.5,Martin Scorsese,USA,Hulu
Narcos 8,Action,TV Show,2008,2019,60,4.2,Ridley Scott,India,Netflix
Interstellar 1,Drama,TV Show,2022,2022,50,9.2,Quentin Tarantino,USA,Amazon Prime
Sherlock 5,Action,TV Show,2000,2025,90,6.8,Quentin Tarantino,India,HBO Max
Gladiator 8,Horror,TV Show,1987,2003,100,6.6,Christopher Nolan,UK,Amazon Prime
Breaking Bad 3,Thriller,TV Show,1970,2004,30,7.7,Ridley Scott,Germany,Apple TV+
Titanic 2,Fantasy,TV Show,2009,2015,100,8.8,Denis Villeneuve,Spain,Disney+
Inception 9,Mystery,Movie,1973,1973,72,6,David Fincher,Australia,Netflix
House of Cards 4,Mystery,Movie,2011,2019,145,6.9,Denis Villeneuve,France,Disney+
The Office 3,Action,TV Show,1990,2022,50,5.2,Francis Ford Coppola,USA,HBO Max
Gladiator 7,Mystery,Movie,1970,2017,68,8.6,Denis Villeneuve,Japan,Apple TV+
The Office 1,Romance,Movie,1993,2005,179,7.7,Quentin Tarantino,Germany,Hulu
Breaking Bad 7,Sci-Fi,TV Show,1981,2001,90,7.8,Steven Spielberg,Spain,Apple TV+
Squid Game 9,Action,Movie,1997,2004,87,7.9,Martin Scorsese,Germany,HBO Max
The Crown 5,Crime,TV Show,2000,2008,60,4.9,Quentin Tarantino,Australia,Amazon Prime
Inception 5,Drama,Movie,2001,2013,111,9.2,Steven Spielberg,Germany,Apple TV+
Fight Club 7,Thriller,Movie,2017,2020,119,5.6,David Fincher,USA,Disney+
Narcos 8,Mystery,TV Show,1997,2010,40,4.8,Ridley Scott,France,HBO Max
Interstellar 2,Comedy,Movie,2023,2024,157,6.1,Quentin Tarantino,Australia,Disney+
Game of Thrones 2,Drama,TV Show,2006,2017,30,7.2,David Fincher,Canada,Amazon Prime
Money Heist 1,Fantasy,TV Show,2004,2021,90,4.6,J.J. Abrams,Australia,HBO Max
Stranger Things 10,Sci-Fi,TV Show,1995,2008,50,6,J.J. Abrams,Japan,Disney+
Friends 10,Romance,Movie,1994,2015,179,4.8,Quentin Tarantino,France,Amazon Prime
Narcos 10,Fantasy,TV Show,2008,2025,60,4.3,Quentin Tarantino,UK,Hulu
Squid Game 4,Fantasy,Movie,2022,2025,82,6.3,Martin Scorsese,UK,HBO Max
The Dark Knight 7,Thriller,Movie,1989,2011,177,6,Francis Ford Coppola,Canada,Apple TV+
Pulp Fiction 5,Sci-Fi,Movie,2009,2022,68,6,James Cameron,India,HBO Max
The Boys 1,Thriller,Movie,1970,1972,164,6.6,Denis Villeneuve,UK,Disney+
Stranger Things 9,Sci-Fi,TV Show,1983,2011,60,5.5,Ridley Scott,Australia,Amazon Prime
Breaking Bad 5,Thriller,Movie,1981,1992,64,8.7,David Fincher,Germany,HBO Max
Black Mirror 7,Crime,Movie,2002,2003,86,8.2,Denis Villeneuve,Germany,Disney+
House of Cards 7,Fantasy,Movie,1979,2024,179,4.7,Denis Villeneuve,Australia,Amazon Prime
Avengers: Endgame 8,Comedy,TV Show,2023,2023,60,4.2,Ridley Scott,UK,HBO Max
Breaking Bad 4,Fantasy,TV Show,1973,2020,90,5.3,James Cameron,Germany,HBO Max
Breaking Bad 4,Drama,TV Show,1974,2021,50,4.3,Ridley Scott,France,Disney+
Chernobyl 9,Sci-Fi,TV Show,2009,2017,10,5.8,Martin Scorsese,Germany,Amazon Prime
The Crown 8,Fantasy,Movie,2015,2015,127,9.4,Denis Villeneuve,USA,Hulu
Westworld 5,Horror,TV Show,1982,1985,10,5.3,David Fincher,Canada,Amazon Prime
The Dark Knight 2,Comedy,Movie,1974,1976,171,8.2,J.J. Abrams,Spain,Apple TV+
The Crown 10,Drama,Movie,2012,2024,152,4.5,David Fincher,Germany,HBO Max
The Office 6,Romance,TV Show,1982,1993,40,6,Francis Ford Coppola,Spain,HBO Max
The Dark Knight 9,Romance,Movie,2002,2015,122,5.1,James Cameron,Spain,Disney+
Money Heist 4,Drama,Movie,1986,1994,68,9,Christopher Nolan,Australia,Hulu
Squid Game 1,Horror,Movie,1987,2003,148,6.3,J.J. Abrams,USA,HBO Max
The Godfather 2,Thriller,Movie,1997,2012,141,8.9,J.J. Abrams,Japan,Netflix
Money Heist 2,Drama,TV Show,2013,2019,60,6,Steven Spielberg,Spain,Disney+
Sherlock 5,Action,TV Show,2005,2007,10,5.8,David Fincher,UK,Apple TV+
Fight Club 10,Fantasy,TV Show,2014,2019,80,5.9,J.J. Abrams,Spain,Hulu
Game of Thrones 7,Action,TV Show,1997,2009,10,5.9,Quentin Tarantino,Australia,HBO Max
